ids+AF8-array,AutoCorrelation,ClassEntropy,Dimensionality,MajorityClassPercentage,MajorityClassSize,MaxAttributeEntropy,MaxKurtosisOfNumericAtts,MaxMeansOfNumericAtts,MaxMutualInformation,MaxNominalAttDistinctValues,MaxSkewnessOfNumericAtts,MaxStdDevOfNumericAtts,MeanAttributeEntropy,MeanKurtosisOfNumericAtts,MeanMeansOfNumericAtts,MeanMutualInformation,MeanNoiseToSignalRatio,MeanNominalAttDistinctValues,MeanSkewnessOfNumericAtts,MeanStdDevOfNumericAtts,MinAttributeEntropy,MinKurtosisOfNumericAtts,MinMeansOfNumericAtts,MinMutualInformation,MinNominalAttDistinctValues,MinSkewnessOfNumericAtts,MinStdDevOfNumericAtts,MinorityClassPercentage,MinorityClassSize,NumberOfBinaryFeatures,NumberOfClasses,NumberOfFeatures,NumberOfInstances,NumberOfInstancesWithMissingValues,NumberOfMissingValues,NumberOfNumericFeatures,NumberOfSymbolicFeatures,PercentageOfBinaryFeatures,PercentageOfInstancesWithMissingValues,PercentageOfMissingValues,PercentageOfNumericFeatures,PercentageOfSymbolicFeatures,Quartile1AttributeEntropy,Quartile1KurtosisOfNumericAtts,Quartile1MeansOfNumericAtts,Quartile1MutualInformation,Quartile1SkewnessOfNumericAtts,Quartile1StdDevOfNumericAtts,Quartile2AttributeEntropy,Quartile2KurtosisOfNumericAtts,Quartile2MeansOfNumericAtts,Quartile2MutualInformation,Quartile2SkewnessOfNumericAtts,Quartile2StdDevOfNumericAtts,Quartile3AttributeEntropy,Quartile3KurtosisOfNumericAtts,Quartile3MeansOfNumericAtts,Quartile3MutualInformation,Quartile3SkewnessOfNumericAtts,Quartile3StdDevOfNumericAtts,StdvNominalAttDistinctValues
965,0.65,0.97431972110969,0.168316831683168,59.4059405940594,60,0.991426681068021,+AC0-0.598630083902186,2.84158415841584,0.97431972110969,2,0.139427101824412,2.03338473126621,0.811877050666379,+AC0-0.598630083902186,2.84158415841584,0.258442986936278,2.14141645045511,2,0.139427101824412,2.03338473126621,0.399382082424597,+AC0-0.598630083902186,2.84158415841584,0.00063677724402,2,0.139427101824412,2.03338473126621,40.5940594059406,41,16,2,17,101,0,0,1,16,94.1176470588235,0,0,5.88235294117647,94.1176470588235,0.67616274188292,+AC0-0.598630083902186,2.84158415841584,0.03350320459269,0.139427101824412,2.03338473126621,0.822836884149226,+AC0-0.598630083902186,2.84158415841584,0.15262359382508,0.139427101824412,2.03338473126621,0.97946621870173,+AC0-0.598630083902186,2.84158415841584,0.34654125400717,0.139427101824412,2.03338473126621,0
181,0.51652056641942,2.49041763623273,0.006064690026954,31.199460916442,463,,105.738712367982,0.504716981132076,,10,10.2768837077642,0.137299300389582,,28.6608784259062,0.381196933962264,,,10,2.91282730365782,0.096664034347213,,0.45905999006732,0.0075,,10,+AC0-1.79164064963535,0.048350966926713,0.336927223719677,5,0,10,9,1484,0,0,8,1,0,0,0,88.8888888888889,11.1111111111111,,0.819413115189531,0.26493935309973,,+AC0-0.061586697630901,0.062268106093211,,5.03386603980723,0.499909029649596,,1.02453366328289,0.096580387984364,,78.3913900567791,0.500099393530997,,8.22298241508482,0.133804310421696,0
753,0.626943005181347,0.996240113546178,0.170103092783505,53.6082474226804,104,,26.2989151435482,1401.75670103093,,2,3.90157458661366,587.04070542453,,2.83345354362063,87.5484357308312,,,2,1.13938983886106,33.3598896409362,,+AC0-0.256931958281663,0.00400443814433,,2,+AC0-0.130108336479277,0.0019500611705,46.3917525773196,90,1,2,33,194,0,0,32,1,3.03030303030303,0,0,96.969696969697,3.03030303030303,,0.462256035955531,0.087799987113402,,0.61332266224822,0.021075284418375,,1.73997878039515,0.343408917525773,,1.06693609036739,0.119798388373673,,3.81214839212527,20.0938144329897,,1.62752767464891,4.3128891416562,0
187,0.988700564971751,1.56682227685518,0.078651685393259,39.8876404494382,71,,2.10499132359059,746.893258426966,,3,1.09819105475516,314.907474276849,,0.006742802303924,69.1336629209161,,,3,0.350168498420212,26.1777852313261,,+AC0-1.08643452740987,0.36185393258427,,3,+AC0-0.307285498958481,0.124453340296679,26.9662921348315,48,0,3,14,178,0,0,13,1,0,0,0,92.8571428571429,7.14285714285714,,+AC0-0.844063045941475,1.81008426966292,,+AC0-0.015195529438714,0.423351435867788,,+AC0-0.248403106146132,2.36651685393258,,0.213046886426453,0.811826538005857,,0.521295031534513,16.2477808988764,,0.818203286173495,2.82892481949796,0
847,0.694964247679903,0.996940292587556,0.002281715850319,53.2552479464557,3501,,1.05485540568458,69.5003042287796,,2,0.903257343454274,8.80033497474491,,+AC0-0.029863330641397,14.2066592420357,,,2,0.486454580019169,4.98756036251256,,+AC0-1.20795127557128,6.30627471858838,,2,+AC0-0.009425117038466,3.44887105741935,46.7447520535443,3073,1,2,15,6574,0,0,14,1,6.66666666666667,0,0,93.3333333333333,6.66666666666667,,+AC0-0.306919710779484,8.14387891694555,,0.375306277126073,4.11800428448971,,0.131408275515443,10.1268573167022,,0.550941306918951,4.95650552565753,,0.295377859944843,12.5530377243687,,0.646973719802807,5.35635376042531,0
1511,0.61503416856492,0.907322645189685,0.020454545454546,67.7272727272727,298,1.12771663151029,170.694939334541,12000.2977272727,0.00731333291057,3,11.1515864789061,12647.3288650769,1.12771663151029,43.059150023887,4746.95422077922,0.00731333291057,153.200095264418,2.5,4.23004316622024,5996.32526556533,1.12771663151029,+AC0-0.100110834770683,2.54318181818182,0.00731333291057,2,+AC0-1.28362693004207,0.774272449230099,32.2727272727273,142,1,2,9,440,0,0,7,2,11.1111111111111,0,0,77.7777777777778,22.2222222222222,1.12771663151029,11.536408493056,1524.87045454546,0.00731333291057,2.56132275192793,2820.1059373694,1.12771663151029,20.9146703909196,3071.93181818182,0.00731333291057,3.63185063069136,4854.67333259237,1.12771663151029,54.6892806973725,7951.27727272727,0.00731333291057,5.90798569245595,9503.16282899435,0.707106781186548
979,0.546909381876375,0.923279379369943,0.0082,66.16,3308,,0.150608259975022,3.322468,,2,0.272037107323112,2.03267379660798,,+AC0-0.196417493219699,0.8994882,,,2,0.035468273624267,1.27111559694555,,+AC0-0.679051825631459,+AC0-0.025552,,2,+AC0-0.2720307815725,0.976452954357972,33.84,1692,1,2,41,5000,0,0,40,1,2.4390243902439,0,0,97.5609756097561,2.4390243902439,,+AC0-0.484952109911187,+AC0-0.000989,,+AC0-0.024259506396659,0.999686771782126,,+AC0-0.051227106165116,0.031811,,0.016415358784205,1.01387030676582,,0.019352277802151,2.00251,,0.084593252013382,1.65708669238378,0
1526,0.927589367552704,1.71463274226598,0.00091642228739,40.4142228739003,2205,,38.0688596471642,1.88181873167155,,4,5.0147499130246,0.821750392582301,,12.3554979714188,1.28177089442815,,,4,2.53639411586873,0.588394221535472,,0.490632629169038,0.681269244868035,,4,0.956201921182543,0.342594231714287,6.01173020527859,328,0,4,5,5456,0,0,4,1,0,0,0,80,20,,1.31075919010528,0.829374129398827,,1.15436536397442,0.397578848228874,,5.43124980467092,1.28199780058651,,2.08731231463389,0.594616130922649,,30.3244849194801,1.73394075329912,,4.36750466899788,0.772987685454892,0
1509,0.9998593728027,3.99158388606627,3.34824418075161E+AC0-05,14.7262475557818,21991,,2.14875931389911,185.55991639811,,22,1.21996515511611,167.160829693358,,1.46683133953282,48.3073886763294,,,22,0.402584308401103,43.9869143818033,,0.291693306779077,+AC0-1.65532811446307,,22,+AC0-0.386421011988764,2.77223463098524,0.610050089732944,911,0,22,5,149332,0,0,4,1,0,0,0,80,20,,0.630432887014904,+AC0-1.10260120082268,,+AC0-0.371444463666396,2.79591898276224,,1.71343636872654,4.66248321083556,,0.388396545238532,3.0072966014352,,2.05662476285701,141.362284018975,,1.19080084363117,126.157527561213,0
1016,0.819009100101112,0.439496986921513,0.014141414141414,90.9090909090909,900,3.90689059560852,0.152436880247714,1.88176363636364,0,15,0.357060422121038,1.17527200418152,2.45184111379508,+AC0-0.391427215016846,+AC0-0.103180404040404,0,,6.33333333333333,0.091115272850625,0.699331810942439,0.996791631981636,+AC0-0.762139518464285,+AC0-3.2037404040404,0,2,+AC0-0.206152045563821,0.46192683815132,9.09090909090909,90,3,2,14,990,0,0,10,4,21.4285714285714,0,0,71.4285714285714,28.5714285714286,0.996791631981636,+AC0-0.559856919896674,+AC0-0.356185606060606,0,+AC0-0.006222604957687,0.572516912322431,2.45184111379508,+AC0-0.426099397478519,+AC0-0.03785202020202,0,0.060133853139576,0.634293879053562,3.90689059560852,+AC0-0.24255761544064,0.544173232323232,0,0.250622907754395,0.78669280818607,7.50555349946514
1546,0.95049504950495,0.601341799748716,0.003597122302158,90.8273381294964,1010,,0.992810091491985,530.355215827338,,5,1.19502796435636,284.954885286634,,+AC0-0.451454078613557,338.411470654677,,,5,0.399254824631428,188.574746614804,,+AC0-1.2044286281281,0.443045057553957,,5,+AC0-0.099249743510224,0.08455372859968,0.809352517985611,9,0,5,4,1112,0,0,3,1,0,0,0,75,25,,+AC0-1.2044286281281,0.443045057553957,,+AC0-0.099249743510224,0.08455372859968,,+AC0-1.14274369920455,484.436151079138,,0.101986253048147,280.684800829177,,0.992810091491985,530.355215827338,,1.19502796435636,284.954885286634,0
1545,0.955235811350919,0.575043995489618,0.003194888178914,91.3738019169329,1144,,1.56833521809238,534.171725239616,,5,1.32111395455256,287.215060312934,,+AC0-0.271578519916309,337.796299908413,,,5,0.444377712716642,191.165292717979,,+AC0-1.21536177708111,0.435225603833866,,5,+AC0-0.122709746590907,0.078520551731262,0.718849840255591,9,0,5,4,1252,0,0,3,1,0,0,0,75,25,,+AC0-1.21536177708111,0.435225603833866,,+AC0-0.122709746590907,0.078520551731262,,+AC0-1.1677090007602,478.781948881789,,0.134728930188276,286.202297289272,,1.56833521809238,534.171725239616,,1.32111395455256,287.215060312934,0
1544,0.956112852664577,0.561793030586601,0.003132341425215,91.620986687549,1170,,1.69108064091383,538.069694596711,,5,1.35602233112724,285.520834470757,,+AC0-0.222526443470267,341.889038156617,,,5,0.431791554152073,189.06168296133,,+AC0-1.23172830701455,0.432971948316366,,5,+AC0-0.124730491037514,0.077013493288568,0.704776820673453,9,0,5,4,1277,0,0,3,1,0,0,0,75,25,,+AC0-1.23172830701455,0.432971948316366,,+AC0-0.124730491037514,0.077013493288568,,+AC0-1.12693166431008,487.164447924825,,0.064082822366496,281.587200919943,,1.69108064091383,538.069694596711,,1.35602233112724,285.520834470757,0
1543,0.949953660797034,0.583762598462175,0.003703703703704,91.1111111111111,984,,0.811321138982906,539.677777777778,,5,1.14437562768634,285.39158656787,,+AC0-0.513373884659604,341.810806720679,,,5,0.361874602144698,189.570869879806,,+AC0-1.20301787769116,0.447234976851852,,5,+AC0-0.139665651129375,0.08784322243787,0.740740740740741,8,0,5,4,1080,0,0,3,1,0,0,0,75,25,,+AC0-1.20301787769116,0.447234976851852,,+AC0-0.139665651129375,0.08784322243787,,+AC0-1.14842491527056,485.307407407408,,0.080913829877129,283.233179849111,,0.811321138982906,539.677777777778,,1.14437562768634,285.39158656787,0
1542,0.954314720812183,0.566938651212863,0.003381234150465,91.5469146238377,1083,,1.31867648377639,535.202874049028,,5,1.27849877710048,283.047464152766,,+AC0-0.336106451150134,339.65973769259,,,5,0.411744314251046,188.498326104397,,+AC0-1.19275828382765,0.438215613693998,,5,+AC0-0.131745125912871,0.080642559207132,0.760777683854607,9,0,5,4,1183,0,0,3,1,0,0,0,75,25,,+AC0-1.19275828382765,0.438215613693998,,+AC0-0.131745125912871,0.080642559207132,,+AC0-1.13423755339914,483.338123415047,,0.088479291565527,282.366871601217,,1.31867648377639,535.202874049028,,1.27849877710048,283.047464152766,0
1541,0.966138911360222,0.415997067501327,0.000462214005084,94.3263230875896,8163,,1.44650790072389,506.850589322856,,5,1.22859667493582,288.182028512804,,+AC0-0.314435741785619,337.799742822125,,,5,0.415775715168003,192.13374816875,,+AC0-1.20514168863358,0.450187560434481,,5,+AC0-0.003171345696508,0.092380444885558,0.647099607118096,56,0,5,4,8654,0,0,3,1,0,0,0,75,25,,+AC0-1.20514168863358,0.450187560434481,,+AC0-0.003171345696508,0.092380444885558,,+AC0-1.18467343744717,506.098451583083,,0.0219018162647,288.126835548559,,1.44650790072389,506.850589322856,,1.22859667493582,288.182028512804,0
1540,0.968009478672986,0.408841588816215,0.000430802369413,94.4641895530426,8771,,1.5266106690138,508.695853527195,,5,1.2408374820054,288.853256704705,,+AC0-0.291465168174159,338.487092039239,,,5,0.419120877310673,192.526809958614,,+AC0-1.20783139114335,0.445228729456112,,5,+AC0-0.013243070449635,0.087699981926951,0.624663435648896,58,0,5,4,9285,0,0,3,1,0,0,0,75,25,,+AC0-1.20783139114335,0.445228729456112,,+AC0-0.013243070449635,0.087699981926951,,+AC0-1.19317478239293,506.320193861067,,0.029768220376257,288.639473189209,,1.5266106690138,508.695853527195,,1.2408374820054,288.853256704705,0
1539,0.968269545305855,0.40452024437688,0.000436109899695,94.5268207588312,8670,,1.41421247257319,509.046227649368,,5,1.21525337311177,288.35734117538,,+AC0-0.325453463318951,338.994211282272,,,5,0.408061951003687,192.24939548053,,+AC0-1.2036414031238,0.449162412014828,,5,+AC0-0.013581245069856,0.090826862740109,0.610553859572612,56,0,5,4,9172,0,0,3,1,0,0,0,75,25,,+AC0-1.2036414031238,0.449162412014828,,+AC0-0.013581245069856,0.090826862740109,,+AC0-1.18693145940625,507.487243785433,,0.022513724969142,288.300018403469,,1.41421247257319,509.046227649368,,1.21525337311177,288.35734117538,0
1538,0.967207495429616,0.409961553814689,0.000456986176168,94.4247686507483,8265,,1.41047266905653,507.924940020565,,5,1.22308200987071,288.150894162858,,+AC0-0.325567191918781,338.380750346167,,,5,0.411879547380935,192.071225235686,,+AC0-1.20141987518278,0.449916981606306,,5,+AC0-0.004265006951539,0.092578970764821,0.639780646635439,56,0,5,4,8753,0,0,3,1,0,0,0,75,25,,+AC0-1.20141987518278,0.449916981606306,,+AC0-0.004265006951539,0.092578970764821,,+AC0-1.18575436963009,506.76739403633,,0.016821639223636,287.970202573435,,1.41047266905653,507.924940020565,,1.22308200987071,288.150894162858,0
1537,0.983545851528384,0.216586394394884,0.00013973310976,97.4463774191295,27895,,6.43331948159143,510.83501013065,,5,1.53688900416536,287.194660625511,,1.35903780759043,338.70165213539,,,5,0.511484764028309,189.993791110621,,+AC0-1.19523024878451,0.411356182596241,,5,+AC0-0.00242024412886,0.060021432131379,0.248026269824635,71,0,5,4,28626,0,0,3,1,0,0,0,75,25,,+AC0-1.19523024878451,0.411356182596241,,+AC0-0.00242024412886,0.060021432131379,,+AC0-1.16097581003563,504.858590092924,,+AC0-1.44679515725947E+AC0-05,282.726691274221,,6.43331948159143,510.83501013065,,1.53688900416536,287.194660625511,0
1536,0.979366176325402,0.29519016963717,0.000394866732478,96.2092793682132,9746,,8.87082539002607,516.570779861798,,5,1.66665463929254,288.936900531386,,2.16861387906007,343.917996862192,,,5,0.539540302207639,191.69141615169,,+AC0-1.18722436140306,0.40591556189536,,5,+AC0-0.024881681975214,0.057489779937702,0.256663376110563,26,0,5,4,10130,0,0,3,1,0,0,0,75,25,,+AC0-1.18722436140306,0.40591556189536,,+AC0-0.024881681975214,0.057489779937702,,+AC0-1.17775939144281,514.777295162883,,+AC0-0.023152050694408,286.079858143745,,8.87082539002607,516.570779861798,,1.66665463929254,288.936900531386,0
1535,0.978674409291149,0.302322743404632,0.000400440484533,96.0957052758034,9599,,9.0170720277997,515.875062568825,,5,1.67671325482974,289.182862559617,,2.22038042216813,343.640826395635,,,5,0.544812474841699,191.543444253619,,+AC0-1.18159492743552,0.405210191010111,,5,+AC0-0.021444756268876,0.057258569370383,0.260286314946441,26,0,5,4,9989,0,0,3,1,0,0,0,75,25,,+AC0-1.18159492743552,0.405210191010111,,+AC0-0.021444756268876,0.057258569370383,,+AC0-1.17433583385978,514.64220642707,,+AC0-0.020831074035762,285.390211631869,,9.0170720277997,515.875062568825,,1.67671325482974,289.182862559617,0
1534,0.979487682795171,0.294470235427178,0.000392541707556,96.2217860647694,9805,,8.44653477637724,515.497055937193,,5,1.63139856871975,288.824086329388,,2.02718488429137,343.316009380438,,,5,0.530859577074228,191.638031398694,,+AC0-1.18747908785334,0.40681126202159,,5,+AC0-0.022715223257968,0.058081720806574,0.255152109911678,26,0,5,4,10190,0,0,3,1,0,0,0,75,25,,+AC0-1.18747908785334,0.40681126202159,,+AC0-0.022715223257968,0.058081720806574,,+AC0-1.1775010356498,514.0441609421,,+AC0-0.016104614239092,286.031926145886,,8.44653477637724,515.497055937193,,1.63139856871975,288.824086329388,0
1533,0.980163697640828,0.286826542019459,0.000385133834007,96.3412285769305,10006,,8.26203162340805,515.93510494897,,5,1.5959587575774,288.323710752453,,1.96680379574781,343.466233755665,,,5,0.519187270189287,191.632333435734,,+AC0-1.19004542999469,0.407174211342191,,5,+AC0-0.027411131223206,0.057881000327505,0.240708646254573,25,0,5,4,10386,0,0,3,1,0,0,0,75,25,,+AC0-1.19004542999469,0.407174211342191,,+AC0-0.027411131223206,0.057881000327505,,+AC0-1.17157480616992,514.056422106682,,+AC0-0.010985815786329,286.515408554423,,8.26203162340805,515.93510494897,,1.5959587575774,288.323710752453,0
