id+AF8-dataset,total time
965,0.021909952163696
181,1.96915864944458
753,0.041343212127686
187,0.01563572883606
847,169.001641988754
1511,0.049404859542847
979,77.8038458824158
1526,79.4548144340515
1509,26.9207775592804
1016,1.07365989685059
1546,0.170915365219116
1545,0.071737051010132
1544,0.078510999679566
1543,0.108752727508545
1542,3.57809376716614
1541,518.233484983444
1540,3.75732326507568
1539,3.9997775554657
1538,568.131831884384
1537,0.528860807418823
1536,797.736639499664
1535,720.574781656265
1534,4.69560694694519
1533,4.61859107017517
1532,856.409054040909
1531,798.006899356842
1530,6.50395345687866
1529,8.07265710830689
1528,7.77885365486145
1527,0.669127941131592
923,392.105270147324
736,0.016181230545044
719,0.010221719741821
994,0.101849794387817
1508,0.051042079925537
1507,185.983144521713
788,0.19319224357605
885,0.011285781860352
1506,0.047711133956909
1115,0.017197847366333
955,0.012836456298828
1004,2.03107786178589
770,2.42730164527893
841,0.997528314590454
1503,87.6531312465668
953,17.6012368202209
737,13.0596597194672
902,0.010688066482544
1502,7.62714052200317
826,1.73150610923767
958,0.294579267501831
1498,0.03308892250061
1520,0.470072746276856
717,0.324667453765869
1496,334.725559949875
816,595.552766799927
752,550.978043079376
996,0.01430606842041
722,260.205432653427
155,397.485624551773
1567,55.5022938251495
354,52.8374164104462
750,2.3116021156311
1490,0.060445547103882
1019,962.305803060532
1069,167.153460025787
1167,0.016005039215088
1488,0.025492191314697
1021,136.782200098038
980,178.476934671402
959,1523.82578253746
886,1.03690099716187
784,0.008910894393921
881,961.928688049316
880,0.013479232788086
164,0.026013374328613
995,0.343894243240356
962,0.093135356903076
1020,0.383287191390991
971,0.476198196411133
1056,698.145282506943
733,0.025874376296997
10,0.019851684570313
941,0.011007070541382
977,307.186111450195
1483,195.9282458212
184,82.0562458521545
1481,4184.03240656853
807,152.063709974289
1045,0.038613319396973
1066,0.118994235992432
1048,0.023121595382691
1073,0.017740249633789
969,0.009020805358887
823,485.957909345627
843,13.4685845375061
821,539.252214193344
1513,0.028160810470581
53,0.015562295913696
1565,0.028636932373047
1026,0.010023355484009
1005,0.012752294540405
714,0.009252071380615
901,2188.41963768005
805,0.087825298309326
838,0.038406133651733
855,0.033385276794434
918,0.065031051635742
933,0.029192209243775
863,0.014861106872559
932,0.036363363265991
868,0.02113938331604
878,0.011139869689941
797,0.164381742477417
723,0.086751937866211
751,0.068558931350708
937,0.819472074508667
749,0.250279664993286
896,0.379640817642212
936,0.904496431350708
873,0.371989488601685
744,0.427847623825073
832,0.361280202865601
793,0.26906943321228
716,0.314445734024048
916,0.265488862991333
768,0.029685020446777
783,0.012237787246704
806,0.203459978103638
813,0.041065216064453
715,1.73218178749084
740,2.73477721214294
920,0.736738681793213
792,0.02669358253479
879,0.079505443572998
869,0.033564805984497
877,0.228745937347412
911,0.019033432006836
794,0.037385940551758
830,0.015100955963135
922,0.072311878204346
726,0.0110023021698
775,0.017189264297485
762,0.010676622390747
